source_row,from_node,to_node,from_country,to_country,year,capacity_pci_pmi_gwh_per_day,capacity_advanced_gwh_per_day,source_id,source_locator,capacity_semantics,edge_id,edge_type,directed,traceable
302,LH2_Tk_FRSW,FRh2SW,France,France,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 302","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0123,terminal_backbone,True,True
303,LH2_Tk_FRSW,FRh2SW,France,France,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 303","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0124,terminal_backbone,True,True
305,LH2_Tk_FRW,FRh2,France,France,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 305","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0125,terminal_backbone,True,True
306,LH2_Tk_FRW,FRh2,France,France,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 306","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0126,terminal_backbone,True,True
329,FRh2,DEh2,France,Germany,2030,209.5,209.5,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 329","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0127,backbone,True,True
330,FRh2,DEh2,France,Germany,2040,209.5,209.5,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 330","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0128,backbone,True,True
332,FRh2,LUh2,France,Luxemburg,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 332","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0129,backbone,True,True
333,FRh2,LUh2,France,Luxemburg,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 333","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0130,backbone,True,True
335,FRh2S,ESh2,France,Spain,2030,216.0,216.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 335","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0131,backbone,True,True
336,FRh2S,ESh2,France,Spain,2040,216.0,216.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 336","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0132,backbone,True,True
338,FRh2SW,ESh2,France,Spain,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 338","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0133,backbone,True,True
339,FRh2SW,ESh2,France,Spain,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 339","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0134,backbone,True,True
341,FRh2,CHh2,France,Switzerland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 341","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0135,backbone,True,True
342,FRh2,CHh2,France,Switzerland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 342","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0136,backbone,True,True
344,DEh2,ATh2,Germany,Austria,2030,150.0,150.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 344","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0137,backbone,True,True
345,DEh2,ATh2,Germany,Austria,2040,150.0,150.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 345","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0138,backbone,True,True
347,DEh2,BEh2,Germany,Belgium,2030,91.2,91.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 347","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0139,backbone,True,True
348,DEh2,BEh2,Germany,Belgium,2040,91.2,91.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 348","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0140,backbone,True,True
350,DEh2,CZh2,Germany,Czechia,2030,288.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 350","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0141,backbone,True,True
351,DEh2,CZh2,Germany,Czechia,2040,288.0,288.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 351","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0142,backbone,True,True
353,DEh2,DKh2,Germany,Denmark,2030,103.2,103.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 353","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0143,backbone,True,True
354,DEh2,DKh2,Germany,Denmark,2040,103.2,103.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 354","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0144,backbone,True,True
356,DEh2,FRh2,Germany,France,2030,192.9,192.9,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 356","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0145,backbone,True,True
357,DEh2,FRh2,Germany,France,2040,192.9,192.9,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 357","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0146,backbone,True,True
362,DEh2ba,DEh2,Germany,Germany,2030,0.0,43.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 362","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0147,backbone,True,True
363,DEh2ba,DEh2,Germany,Germany,2040,0.0,43.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 363","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0148,backbone,True,True
365,DEh2bp,DEh2,Germany,Germany,2030,0.0,13.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 365","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0149,backbone,True,True
366,DEh2bp,DEh2,Germany,Germany,2040,0.0,13.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 366","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0150,backbone,True,True
368,DEh2bp,DEh2ba,Germany,Germany,2030,0.0,43.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 368","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0151,backbone,True,True
369,DEh2bp,DEh2ba,Germany,Germany,2040,0.0,43.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 369","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0152,backbone,True,True
374,LH2_Tk_DE,DEh2,Germany,Germany,2030,31.2,31.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 374","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0153,terminal_backbone,True,True
375,LH2_Tk_DE,DEh2,Germany,Germany,2040,54.7,54.7,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 375","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0154,terminal_backbone,True,True
377,LH2_Tk_DEbp,DEh2bp,Germany,Germany,2030,13.0,13.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 377","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0155,terminal_backbone,True,True
378,LH2_Tk_DEbp,DEh2bp,Germany,Germany,2040,13.0,13.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 378","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0156,terminal_backbone,True,True
386,DEh2,NLh2,Germany,Netherlands,2030,172.8,298.3,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 386","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0157,backbone,True,True
387,DEh2,NLh2,Germany,Netherlands,2040,172.8,298.3,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 387","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0158,backbone,True,True
389,DEh2,Y-NOh2,Germany,Norway,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 389","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0159,backbone,True,True
390,DEh2,Y-NOh2,Germany,Norway,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 390","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0160,backbone,True,True
392,DEh2,PLh2N,Germany,Poland,2030,0.0,19.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 392","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0161,backbone,True,True
393,DEh2,PLh2N,Germany,Poland,2040,0.0,19.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 393","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0162,backbone,True,True
395,DEh2,PLh2nbc,Germany,Poland,2030,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 395","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0163,backbone,True,True
396,DEh2,PLh2nbc,Germany,Poland,2040,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 396","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0164,backbone,True,True
398,DEh2,CHh2,Germany,Switzerland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 398","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0165,backbone,True,True
399,DEh2,CHh2,Germany,Switzerland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 399","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0166,backbone,True,True
401,GRh2,BGh2,Greece,Bulgaria,2030,80.0,80.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 401","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0167,backbone,True,True
402,GRh2,BGh2,Greece,Bulgaria,2040,80.0,80.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 402","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0168,backbone,True,True
404,GRh2,CYh2,Greece,Cyprus,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 404","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0169,backbone,True,True
405,GRh2,CYh2,Greece,Cyprus,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 405","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0170,backbone,True,True
419,GRh2,ITh2,Greece,Italy,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 419","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0171,backbone,True,True
420,GRh2,ITh2,Greece,Italy,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 420","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0172,backbone,True,True
422,GRh2,TRh2,Greece,Turkey,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 422","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0173,backbone,True,True
423,GRh2,TRh2,Greece,Turkey,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 423","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0174,backbone,True,True
425,HUh2,ATh2,Hungary,Austria,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 425","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0175,backbone,True,True
426,HUh2,ATh2,Hungary,Austria,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 426","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0176,backbone,True,True
428,HUh2,HRh2,Hungary,Croatia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 428","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0177,backbone,True,True
429,HUh2,HRh2,Hungary,Croatia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 429","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0178,backbone,True,True
440,HUh2,ROh2,Hungary,Romania,2030,0.0,76.8,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 440","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0179,backbone,True,True
441,HUh2,ROh2,Hungary,Romania,2040,0.0,76.8,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 441","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0180,backbone,True,True
443,HUh2,RSh2,Hungary,Serbia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 443","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0181,backbone,True,True
444,HUh2,RSh2,Hungary,Serbia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 444","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0182,backbone,True,True
446,HUh2,IB-SKh2C,Hungary,Slovakia,2030,0.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 446","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0183,backbone,True,True
447,HUh2,IB-SKh2C,Hungary,Slovakia,2040,0.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 447","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0184,backbone,True,True
449,HUh2,SIh2,Hungary,Slovenia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 449","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0185,backbone,True,True
450,HUh2,SIh2,Hungary,Slovenia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 450","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0186,backbone,True,True
452,HUh2,UAh2,Hungary,Ukraine,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 452","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0187,backbone,True,True
453,HUh2,UAh2,Hungary,Ukraine,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 453","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0188,backbone,True,True
458,IEh2,UKh2,Ireland,United Kingdom,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 458","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0189,backbone,True,True
459,IEh2,UKh2,Ireland,United Kingdom,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 459","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0190,backbone,True,True
461,ILh2,GRh2,Israel,Greece,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 461","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0191,backbone,True,True
462,ILh2,GRh2,Israel,Greece,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 462","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0192,backbone,True,True
464,IB-ITh2,ATh2,Italy,Austria,2030,168.0,168.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 464","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0193,backbone,True,True
465,IB-ITh2,ATh2,Italy,Austria,2040,168.0,168.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 465","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0194,backbone,True,True
467,ITh2,GRh2,Italy,Greece,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 467","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0195,backbone,True,True
468,ITh2,GRh2,Italy,Greece,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 468","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0196,backbone,True,True
473,ITh2,IB-ITh2,Italy,Italy,2030,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 473","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0197,backbone,True,True
474,ITh2,IB-ITh2,Italy,Italy,2040,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 474","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0198,backbone,True,True
479,LH2_Tk_ITa,IB-ITh2,Italy,Italy,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 479","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0199,terminal_backbone,True,True
480,LH2_Tk_ITa,IB-ITh2,Italy,Italy,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 480","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0200,terminal_backbone,True,True
488,ITh2,SIh2,Italy,Slovenia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 488","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0201,backbone,True,True
489,ITh2,SIh2,Italy,Slovenia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 489","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0202,backbone,True,True
491,ITh2,ESh2,Italy,Spain,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 491","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0203,backbone,True,True
492,ITh2,ESh2,Italy,Spain,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 492","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0204,backbone,True,True
494,IB-ITh2,CHh2,Italy,Switzerland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 494","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0205,backbone,True,True
495,IB-ITh2,CHh2,Italy,Switzerland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 495","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0206,backbone,True,True
497,LVh2,EEh2,Latvia,Estonia,2030,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 497","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0207,backbone,True,True
498,LVh2,EEh2,Latvia,Estonia,2040,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 498","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0208,backbone,True,True
509,LVh2,LTh2,Latvia,Lithuania,2030,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 509","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0209,backbone,True,True
510,LVh2,LTh2,Latvia,Lithuania,2040,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 510","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0210,backbone,True,True
512,LTh2,LVh2,Lithuania,Latvia,2030,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 512","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0211,backbone,True,True
513,LTh2,LVh2,Lithuania,Latvia,2040,100.0,100.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 513","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0212,backbone,True,True
518,LTh2,PLh2nbc,Lithuania,Poland,2030,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 518","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0213,backbone,True,True
519,LTh2,PLh2nbc,Lithuania,Poland,2040,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 519","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0214,backbone,True,True
521,LUh2,BEh2,Luxemburg,Belgium,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 521","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0215,backbone,True,True
522,LUh2,BEh2,Luxemburg,Belgium,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 522","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0216,backbone,True,True
524,LUh2,FRh2,Luxemburg,France,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 524","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0217,backbone,True,True
525,LUh2,FRh2,Luxemburg,France,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 525","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0218,backbone,True,True
530,MDh2,ROh2,Moldavia,Romania,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 530","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0219,backbone,True,True
531,MDh2,ROh2,Moldavia,Romania,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 531","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0220,backbone,True,True
533,MAh2,ESh2,Morocco,Spain,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 533","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0221,backbone,True,True
534,MAh2,ESh2,Morocco,Spain,2040,106.0,106.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 534","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0222,backbone,True,True
536,NLh2,BEh2,Netherlands,Belgium,2030,36.0,36.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 536","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0223,backbone,True,True
537,NLh2,BEh2,Netherlands,Belgium,2040,120.0,120.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 537","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0224,backbone,True,True
539,NLh2,DEh2,Netherlands,Germany,2030,204.0,280.8,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 539","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0225,backbone,True,True
540,NLh2,DEh2,Netherlands,Germany,2040,204.0,280.8,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 540","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0226,backbone,True,True
545,LH2_Tk_NL,NLh2,Netherlands,Netherlands,2030,90.8,136.3,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 545","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0227,terminal_backbone,True,True
546,LH2_Tk_NL,NLh2,Netherlands,Netherlands,2040,177.1,222.6,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 546","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0228,terminal_backbone,True,True
557,NLh2,UKh2,Netherlands,United Kingdom,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 557","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0229,backbone,True,True
558,NLh2,UKh2,Netherlands,United Kingdom,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 558","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0230,backbone,True,True
560,NOh2,DKh2,Norway,Denmark,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 560","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0231,backbone,True,True
561,NOh2,DKh2,Norway,Denmark,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 561","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0232,backbone,True,True
563,Y-NOh2,DEh2,Norway,Germany,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 563","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0233,backbone,True,True
564,Y-NOh2,DEh2,Norway,Germany,2040,432.0,432.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 564","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0234,backbone,True,True
569,NOh2,Y-NOh2,Norway,Norway,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 569","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0235,backbone,True,True
570,NOh2,Y-NOh2,Norway,Norway,2040,432.0,432.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 570","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0236,backbone,True,True
581,PLh2S,CZh2,Poland,Czechia,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 581","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0237,backbone,True,True
582,PLh2S,CZh2,Poland,Czechia,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 582","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0238,backbone,True,True
584,PLh2N,DKh2,Poland,Denmark,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 584","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0239,backbone,True,True
585,PLh2N,DKh2,Poland,Denmark,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 585","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0240,backbone,True,True
587,PLh2N,FIh2Al,Poland,Finland,2030,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 587","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0241,backbone,True,True
588,PLh2N,FIh2Al,Poland,Finland,2040,0.0,0.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 588","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0242,backbone,True,True
590,PLh2N,DEh2,Poland,Germany,2030,0.0,19.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 590","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0243,backbone,True,True
591,PLh2N,DEh2,Poland,Germany,2040,0.0,19.2,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 591","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0244,backbone,True,True
593,PLh2nbc,DEh2,Poland,Germany,2030,200.0,200.0,TYNDP2024_ANNEX_C2,"Annex C2, Detailed Nodes, Excel row 593","TYNDP infrastructure-level planning capacity, not observed operational availability.",E0245,backbone,True,True
